2024-01-26 15:56:53,After connectionMade,16.5,73.1
2024-01-26 15:56:53,After connectionMade,100.0,73.1
2024-01-26 15:56:53,After connectionMade,50.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,66.7,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,46.7,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:53,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
2024-01-26 15:56:54,After connectionMade,0.0,73.1
